Location,Price,Bedrooms,Bathrooms,Parking,Floor Size,Erf Size,Description
Woodstock,1650000,1,1,1,60,,            PRICE NEGOTIABLEDescription:High ceilings and tall windows with plentiful natural ...        
WynbergUpper,4950000,3,2,3,,311,"            Well positioned in the charming Village of Chelsea, Wynberg is this lovely home which ...        "
Maitland,950000,2,1,1,,211,            This cute quaint cottage-style semi in the quiet part of Maitland is ideal for the ...        
Lakeside,2950000,4,2,2,,641,            Plug and Play - Immaculate Family HomeTiled Lounge with feature fire placeDining ...        
Kenilworth,1150000,1,1,1,50,,"            Sought after north facing 1 bedroom corner apartment, situated on 3rd floor of well ...        "
Meadowridge,3950000,3,3,2,,703,"            A house to call home in Oakridge Estate! The perfect balance of home, work and entertainment.This light and bright 3 Bedroom North ...        "
CapeTownCityCentre,2795000,1,1,1,69,,            This modern and spacious one bedroom apartment is situated in the historic Glaston House ...        
SaltRiver,3995000,6,2,1,,196,            Going on Auction: Wednesday 28 October 2020 at 12 NoonReserve Price: R5 mil (All offers will be reviewed)Expected Opening Bid: R3 995 ...        
Rondebosch,2400000,2,2,1,77,,"            Fantastic open plan apartment has the most attractive kitchen in the block! It includes high end appliances, loads of granite counter ...        "
Muizenberg,1495000,3,1,4,,180,            Exclusive MandateSituated in popular Capricorn Beach security estate situated a few ...        
Tokai,3995000,4,3,2,,550,"            Tokai village.. Perfectly positioned deep in the heart of the ""Wind free"" ...        "
RondeboschVillage,1450000,1,1,1,34,,            This newly renovated one-bedroom apartment is situated on the ground floor in the quiet apartment block Westbrook Court.Located in ...        
CapeTownCityCentre,1350000,0.5,1,,43,,            Fantastic investment opportunity situated in the heart of the city. This exquisitely ...        
ClaremontUpper,7999000,4,4.5,2,,496,"            If perfection is what you searching for, then you will fall in love with this ...        "
Plumstead,1395000,2,1,1,83,,"            This apartment located in sought-after Leawick Court offers its new owner views, spacious living areas and can be move in ready or ...        "
Capricorn,1400000,,,,200,,            Capricorn Park is a Business and Industrial development near Muizenberg and in close ...        
Pinati,1950000,3,1.5,5,,595,            This spacious 3 bedroom home in Pinati Estate with large paved grounds includes a ...        
Observatory,8495000,18,6,1,,235,"            Going on Auction, Wednesday, 28 October 2020 at 12 Noon Reserve Price: R10 mil All offers will be reviewed)Expected opening bid: R8 ...        "
Pinelands,1650000,2,1.5,1,82,,"            Exclusive sole mandate.Apartment in Nightingale Close.This spacious apartment , located in the heart of Pinelands, is within walking ...        "
Claremont,4750000,4,2,4,,727,            This is one of the properties you have to view if you're looking for a family home ...        
Vredehoek,3950000,2,1,1,,229,"            This fabulous cottage in Vredehoek has two generous bedrooms, open plan living with ...        "
MouillePoint,5450000,1,1,,67,,"            Exclusive Mandate. Prime location. This adorable, slick and chic, side sea facing ...        "
Oranjezicht,19000000,4,4,2,,920,"            “Ombala” which means 'resting place of the king, a magnificent example of Edwardian architecture ,significant landmark position and ...        "
Thornton,795000,2,1,1,53,,            2 Bedroom Apartment / Flat for Sale in First on Forest bedroom apartment available for ...        
GreenPoint,2895000,1,1,,,85,"            This spacious 85sqm, one bedroom, one bathroom, beautifully renovated with top end ...        "
Kenilworth,2150000,3,2.5,2,,,"            3 Bedroom 2.5 Bath Home in Secure Complex.If you are looking for a home to be a summertime retreat, let this Old English charm ...        "
KenilworthUpper,2750000,2,1,1,124,,"            North-facing spacious, newly renovated, 2 bedroom apartment.Modern finishes in the ...        "
ClaremontUpper,2880000,1,1,1,83,,            Magnificent MontClare Place – Always in demand! Large unit!SOLE MANDATE If you are a parent of a serious student or working as a ...        
FrogmoreEstate,2495000,4,2,5,,664,"            Spacious family home with pool, covered patio and potential separate flatlet!The ...        "
Observatory,1050000,1.5,1,2,40,,"            The Perfect Investment, this 1 bedroom apartment has an open plan kitchen and lounge ...        "
CapeTownCityCentre,2250000,0.5,1,1,50,,"            Fully furnished Studio Apartment in 220 Loop This rare, larger than average studio apartment is located in a newly re-developed ...        "
Kensington,1250000,3,1,1,,232,            A semi single family home built front to back on a secured corner erf located directly across from a green belt where both living space ...        
Plumstead,2745000,3,1.5,6,,520,            Main House:3 bedrooms with built-in cupboards and parquet flooring.1 bathroom with ...        
SeaPoint,5900000,2,2,2,124,,            On top of the world in upper Sea Point. This north facing 124m2 apartment offers ...        
Oranjezicht,8900000,4,3,2,,631,            A delightful family home from the early 1920s with two gables and so much character on ...        
StJames,3385000,2,2,2,78,,"            Set between a rocky shoreline and the False Bay mountain, and easily identified by the ...        "
Fisantekraal,480000,2,1,1,,221,"            Garden City is a survivor and in its hundred years, through good and bad times, has ...        "
Kenilworth,2780000,3,3,2,119,,"            The first floor consists of living and dining room with open plan kitchen and a guest bathroom, flowing into beautiful gardens on both ...        "
SurreyEstate,1350000,3,2,,96,,"            Not a cent to be spent on this modern and well loved home in Regent Park Mews, Surrey Estate. Porcelain tiles meets you at the front ...        "
SeaPoint,12500000,4,2,2,224,,"            This beautifully, renovated & spacious 224sqm unit comprises a very generous living room with open-plan kitchen leading onto an ...        "
HarfieldVillage,2695000,3,3,1,,314,"            Lovely freestanding happy home is situated in a lovely tree lined avenue in the heart of the Village.Close to all amenities, shops ...        "
SeaPoint,6250000,2,2.5,2,187,,"            Spacious (187 sq m) 2 bedroomed, 2 bathroom, renovated apartment with open plan living ...        "
DiepRiver,1775000,2,2,2,,245,"            Lovely, Quaint Cottage Style Home can be yours It consists of 2 Bedrooms, 2 Bathrooms ...        "
Fresnaye,8000000,3,2,2,153,,            Slick and smart apartment in a wonderful modern complex. Comprising 3 bedrooms and 2 bathrooms. The main bedroom has gorgeous mountain ...        
Matroosfontein,950000,2,1,,,,"            This pristine spacious property on a 507 m²  offers 2 bedrooms, 1 bathroom,  open ...        "
Woodstock,2175000,3,1,1,,155,            Exclusive Mandate | Offers from R2 175 000 Situated in the heart of Upper Woodstock ...        
Tokai,4495000,3,2,5,,1200,"            A beautiful traditional home set within a stunning 1200m² treed garden, with its own covered veggie garden plus large pool with a ...        "
BantryBay,17995000,3,2,2,219,,"            Rarely does an apartment of this calibre, situated in sought-after Bantry Rocks, become ...        "
CampsBay,2995000,1,1,2,68,,            Renovated and spacious one-bedroom apartment situated high up away from the hustle and ...        
Observatory,2295000,2,1,2,,157,"            DELIGHTFUL COTTAGE IN OBSERVATORYWelcome to the quaint, quirky and cosmopolitan ...        "
CapeTownCityCentre,1700000,1,1,1,43,,"            This modern one bedroom, en-suite bathroom unit, with parking bay and Mountain View, is ...        "
SteenbergGolfEstate,19000000,3,4,4,,822,            Find sanctuary in a private world of beauty and sumptuous elegance in this refined and ...        
Gardens,2290000,2,1,1,61,,            Now is the time to buy!This two bedroom apartment ticks all the right boxes. Situated ...        
SeaPoint,4595000,2,2,,106,,"            EXCEPTIONALLY LOCATED - ON THE BEACHFRONT - POPULAR MILTON MANORSpacious two bedrooms, two bathrooms (main en suite) this unit comes ...        "
GreenPoint,2950000,1,1,,63,,"            This spacious 63sqm one-bedroom apartment with a balcony, is situated in a popular Green Point location - fit for young professionals ...        "
Gardens,8400000,6,6,2,,408,            Perfect for the extended family!!This wonderful property owner built in 2007 is the perfect solution for the extended family!!Set ...        
GreenPoint,1750000,,1,,51,,            Bank Mandated Property.General buying information:* This is a mandated sale (Bank instructed to sell property by the current ...        
CapeTownCityCentre,8500000,,,,450,,            This unique building which has a  – MU3/C5   zoning  is on the market ata HIGHLY reduced price.  With this zoning 5 floors will be ...        
GreenPoint,15550000,4,4,3,,292,"            This executive family home offers expansive rooms, space and light to suit the entertainer at heart. Double volume living space and ...        "
Zeekoevlei,1600000,3,1,4,,329,            Upon entering this lovely family home the free flow to each and every room allows you to experience tranquility.   It consist of 3 ...        
